LLM,Question,Response,Duration
smollm2,Who wrote 'Sermo asceticus'?,"{'result': ""I'm sorry, I don't know if any information is available about who wrote 'Sermo asceticus'."", 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n    PREFIX frbr: <http://purl.org/vocab/frbr/core#>\n\n    SELECT ?authorName WHERE {\n      ?work a frbr:Work ;\n             dcterms:title ""Sermo asceticus"" ;\n             dcterms:creator ?author .\n      ?author foaf:name ?authorName .\n    }', 'rows': ['Stephen of Thebes', 'ⲥⲧⲉⲫⲁⲛⲟⲥ', 'Στέφανος']}",48.552324056625366
smollm2,'Sermo asceticus' is part of which manuscript?,"{'result': 'No results found.', 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n\n    SELECT ?manuscript\n    WHERE {\n      ?title a coptic:Title ;\n             dcterms:isPartOf ?manuscript ;\n             rdfs:label ""\'Sermo asceticus\'"" .\n    }', 'rows': []}",41.546207904815674
smollm2,Manuscript 575 is part of which collection?,"{'result': 'No results found.', 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcmitype: <http://purl.org/dc/dcmitype/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n\n    SELECT ?collectionLabel\n    WHERE {\n      ?manuscript a coptic:Manuscript ;\n                  dcterms:identifier ""575"" ;\n                  dcterms:isPartOf ?collection .\n      ?collection a dcmitype:Collection ;\n                   rdfs:label ?collectionLabel .\n    }', 'rows': []}",14.932063817977905
smollm2,Which manuscripts contain a work with the title 'Bible: Epistulae Pauli'?,"{'result': 'I\'m sorry, but I don\'t know if any information is available about which manuscripts contain a work titled ""Bible: Epistulae Pauli"".', 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n    PREFIX frbr: <http://purl.org/vocab/frbr/core#>\n\n    SELECT ?manuscript\n    WHERE {\n      ?manuscript a coptic:Manuscript ;\n                 dcterms:hasPart ?work .\n      ?work a frbr:Work ;\n            dcterms:title ""Bible: Epistulae Pauli"" .\n    }', 'rows': ['http://paths.uniroma1.it/atlas/manuscripts/6399', 'http://paths.uniroma1.it/atlas/manuscripts/1231', 'http://paths.uniroma1.it/atlas/manuscripts/1233', 'http://paths.uniroma1.it/atlas/manuscripts/1234', 'http://paths.uniroma1.it/atlas/manuscripts/1237', 'http://paths.uniroma1.it/atlas/manuscripts/1240', 'http://paths.uniroma1.it/atlas/manuscripts/1257', 'http://paths.uniroma1.it/atlas/manuscripts/1265', 'http://paths.uniroma1.it/atlas/manuscripts/1268', 'http://paths.uniroma1.it/atlas/manuscripts/1270', 'http://paths.uniroma1.it/atlas/manuscripts/1273', 'http://paths.uniroma1.it/atlas/manuscripts/1406', 'http://paths.uniroma1.it/atlas/manuscripts/1409', 'http://paths.uniroma1.it/atlas/manuscripts/1421', 'http://paths.uniroma1.it/atlas/manuscripts/2254', 'http://paths.uniroma1.it/atlas/manuscripts/2257', 'http://paths.uniroma1.it/atlas/manuscripts/2258', 'http://paths.uniroma1.it/atlas/manuscripts/2259', 'http://paths.uniroma1.it/atlas/manuscripts/6723', 'http://paths.uniroma1.it/atlas/manuscripts/6744', 'http://paths.uniroma1.it/atlas/manuscripts/9', 'http://paths.uniroma1.it/atlas/manuscripts/1252', 'http://paths.uniroma1.it/atlas/manuscripts/209', 'http://paths.uniroma1.it/atlas/manuscripts/2237', 'http://paths.uniroma1.it/atlas/manuscripts/2238', 'http://paths.uniroma1.it/atlas/manuscripts/2239', 'http://paths.uniroma1.it/atlas/manuscripts/2242', 'http://paths.uniroma1.it/atlas/manuscripts/2244', 'http://paths.uniroma1.it/atlas/manuscripts/2245', 'http://paths.uniroma1.it/atlas/manuscripts/2246', 'http://paths.uniroma1.it/atlas/manuscripts/2247', 'http://paths.uniroma1.it/atlas/manuscripts/2248', 'http://paths.uniroma1.it/atlas/manuscripts/4312', 'http://paths.uniroma1.it/atlas/manuscripts/2250', 'http://paths.uniroma1.it/atlas/manuscripts/8', 'http://paths.uniroma1.it/atlas/manuscripts/916', 'http://paths.uniroma1.it/atlas/manuscripts/956', 'http://paths.uniroma1.it/atlas/manuscripts/10', 'http://paths.uniroma1.it/atlas/manuscripts/1250', 'http://paths.uniroma1.it/atlas/manuscripts/1413', 'http://paths.uniroma1.it/atlas/manuscripts/2243', 'http://paths.uniroma1.it/atlas/manuscripts/955', 'http://paths.uniroma1.it/atlas/manuscripts/919', 'http://paths.uniroma1.it/atlas/manuscripts/987', 'http://paths.uniroma1.it/atlas/manuscripts/2256', 'http://paths.uniroma1.it/atlas/manuscripts/954', 'http://paths.uniroma1.it/atlas/manuscripts/964', 'http://paths.uniroma1.it/atlas/manuscripts/6585', 'http://paths.uniroma1.it/atlas/manuscripts/513', 'http://paths.uniroma1.it/atlas/manuscripts/2249', 'http://paths.uniroma1.it/atlas/manuscripts/1417', 'http://paths.uniroma1.it/atlas/manuscripts/1236', 'http://paths.uniroma1.it/atlas/manuscripts/1238', 'http://paths.uniroma1.it/atlas/manuscripts/2241', 'http://paths.uniroma1.it/atlas/manuscripts/1247', 'http://paths.uniroma1.it/atlas/manuscripts/1629', 'http://paths.uniroma1.it/atlas/manuscripts/208', 'http://paths.uniroma1.it/atlas/manuscripts/800', 'http://paths.uniroma1.it/atlas/manuscripts/510', 'http://paths.uniroma1.it/atlas/manuscripts/512', 'http://paths.uniroma1.it/atlas/manuscripts/514', 'http://paths.uniroma1.it/atlas/manuscripts/2240', 'http://paths.uniroma1.it/atlas/manuscripts/509', 'http://paths.uniroma1.it/atlas/manuscripts/64']}",17.101807832717896
smollm2,What is the description of manuscript 130?,"{'result': 'Based on the information provided, the description of manuscript 130 appears to be a codicological unit consisting of quires and leaves that were acquired by Giuseppe Simonio Assemani from the Monastery of St. Macarius in the Near East during his mission in the early 18th century. The text is incomplete due to missing pages, but it seems to have been transcribed on parchment of modest quality with irregular margins and potential damage such as holes or eyes.', 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n\n    SELECT ?description\n    WHERE {\n      ?manuscript a coptic:Manuscript ;\n                  dcterms:identifier ""130"" ;\n                  dcterms:description ?description .\n    }', 'rows': ['Acquired from the Monastery of St. Macarius by Giuseppe Simonio Assemani (1687-1768), during his mission in the Near East (1715-1717) undertaken on behalf of Pope Clement XI Albani. Transferred to the Bibliothèque Impériale in Paris after the Treaty of Tolentino (1797) and returned to the Biblioteca Apostolica Vaticana after 1817.\r\n(Proverbio 2012, 14)', 'Last leaf of quire 1 missing.\r\nThe last preserved quire (9) is a regular ternion, without quire signature on the last page. Since the text is not complete, we may assume that the 9th was in fact the last quire of the codicological unit, but that 1 or 2 single leaves were added at the end in order to complete the transcription of the text. If another complete quire had followed quire 9, we would have expected that the 9th too were a quaternion like the preceding quires and that the quire-signature had been inscribed in its last page.\r\n\r\nParchment of modest quality.\r\nIrregular margins (when not trimmed).\r\nff. 34, 40, 42, 48, 49, 52, 58, 59, 70, 76, 78, 79, 80, 87, 92, 95: holes and/or eyes.\r\nf. 31r: remains of animal hair.']}",44.339597940444946
mistral-small3.2,Who wrote 'Sermo asceticus'?,"{'result': ""The author of 'Sermo asceticus' is Stephen of Thebes, also known as ⲥⲧⲉⲫⲁⲛⲟⲥ or Στέφανος."", 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n    PREFIX frbr: <http://purl.org/vocab/frbr/core#>\n\n    SELECT ?authorName WHERE {\n      ?work a frbr:Work ;\n             dcterms:title ""Sermo asceticus"" ;\n             dcterms:creator ?author .\n      ?author foaf:name ?authorName .\n    }', 'rows': ['Stephen of Thebes', 'ⲥⲧⲉⲫⲁⲛⲟⲥ', 'Στέφανος']}",63.203747034072876
mistral-small3.2,'Sermo asceticus' is part of which manuscript?,"{'result': 'No results found.', 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n\n    SELECT ?manuscript\n    WHERE {\n      ?title a coptic:Title ;\n             dcterms:isPartOf ?manuscript ;\n             rdfs:label ""\'Sermo asceticus\'"" .\n    }', 'rows': []}",42.39898991584778
mistral-small3.2,Manuscript 575 is part of which collection?,"{'result': 'No results found.', 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcmitype: <http://purl.org/dc/dcmitype/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n\n    SELECT ?collectionLabel\n    WHERE {\n      ?manuscript a coptic:Manuscript ;\n                  dcterms:identifier ""575"" ;\n                  dcterms:isPartOf ?collection .\n      ?collection a dcmitype:Collection ;\n                   rdfs:label ?collectionLabel .\n    }', 'rows': []}",14.933387041091919
mistral-small3.2,Which manuscripts contain a work with the title 'Bible: Epistulae Pauli'?,"{'result': ""Based on the information provided, the following manuscripts contain a work with the title 'Bible: Epistulae Pauli':\n\n- [Manuscript 6399](http://paths.uniroma1.it/atlas/manuscripts/6399)\n- [Manuscript 1231](http://paths.uniroma1.it/atlas/manuscripts/1231)\n- [Manuscript 1233](http://paths.uniroma1.it/atlas/manuscripts/1233)\n- [Manuscript 1234](http://paths.uniroma1.it/atlas/manuscripts/1234)\n- [Manuscript 1237](http://paths.uniroma1.it/atlas/manuscripts/1237)\n- [Manuscript 1240](http://paths.uniroma1.it/atlas/manuscripts/1240)\n- [Manuscript 1257](http://paths.uniroma1.it/atlas/manuscripts/1257)\n- [Manuscript 1265](http://paths.uniroma1.it/atlas/manuscripts/1265)\n- [Manuscript 1268](http://paths.uniroma1.it/atlas/manuscripts/1268)\n- [Manuscript 1270](http://paths.uniroma1.it/atlas/manuscripts/1270)\n- [Manuscript 1273](http://paths.uniroma1.it/atlas/manuscripts/1273)\n- [Manuscript 1406](http://paths.uniroma1.it/atlas/manuscripts/1406)\n- [Manuscript 1409](http://paths.uniroma1.it/atlas/manuscripts/1409)\n- [Manuscript 1421](http://paths.uniroma1.it/atlas/manuscripts/1421)\n- [Manuscript 2254](http://paths.uniroma1.it/atlas/manuscripts/2254)\n- [Manuscript 2257](http://paths.uniroma1.it/atlas/manuscripts/2257)\n- [Manuscript 2258](http://paths.uniroma1.it/atlas/manuscripts/2258)\n- [Manuscript 2259](http://paths.uniroma1.it/atlas/manuscripts/2259)\n- [Manuscript 6723](http://paths.uniroma1.it/atlas/manuscripts/6723)\n- [Manuscript 6744](http://paths.uniroma1.it/atlas/manuscripts/6744)\n- [Manuscript 9](http://paths.uniroma1.it/atlas/manuscripts/9)\n- [Manuscript 1252](http://paths.uniroma1.it/atlas/manuscripts/1252)\n- [Manuscript 209](http://paths.uniroma1.it/atlas/manuscripts/209)\n- [Manuscript 2237](http://paths.uniroma1.it/atlas/manuscripts/2237)\n- [Manuscript 2238](http://paths.uniroma1.it/atlas/manuscripts/2238)\n- [Manuscript 2239](http://paths.uniroma1.it/atlas/manuscripts/2239)\n- [Manuscript 2242](http://paths.uniroma1.it/atlas/manuscripts/2242)\n- [Manuscript 2244](http://paths.uniroma1.it/atlas/manuscripts/2244)\n- [Manuscript 2245](http://paths.uniroma1.it/atlas/manuscripts/2245)\n- [Manuscript 2246](http://paths.uniroma1.it/atlas/manuscripts/2246)\n- [Manuscript 2247](http://paths.uniroma1.it/atlas/manuscripts/2247)\n- [Manuscript 2248](http://paths.uniroma1.it/atlas/manuscripts/2248)\n- [Manuscript 4312](http://paths.uniroma1.it/atlas/manuscripts/4312)\n- [Manuscript 2250](http://paths.uniroma1.it/atlas/manuscripts/2250)\n- [Manuscript 8](http://paths.uniroma1.it/atlas/manuscripts/8)\n- [Manuscript 916](http://paths.uniroma1.it/atlas/manuscripts/916)\n- [Manuscript 956](http://paths.uniroma1.it/atlas/manuscripts/956)\n- [Manuscript 10](http://paths.uniroma1.it/atlas/manuscripts/10)\n- [Manuscript 1250](http://paths.uniroma1.it/atlas/manuscripts/1250)\n- [Manuscript 1413](http://paths.uniroma1.it/atlas/manuscripts/1413)\n- [Manuscript 2243](http://paths.uniroma1.it/atlas/manuscripts/2243)\n- [Manuscript 955](http://paths.uniroma1.it/atlas/manuscripts/955)\n- [Manuscript 919](http://paths.uniroma1.it/atlas/manuscripts/919)\n- [Manuscript 987](http://paths.uniroma1.it/atlas/manuscripts/987)\n- [Manuscript 2256](http://paths.uniroma1.it/atlas/manuscripts/2256)\n- [Manuscript 954](http://paths.uniroma1.it/atlas/manuscripts/954)\n- [Manuscript 964](http://paths.uniroma1.it/atlas/manuscripts/964)\n- [Manuscript 6585](http://paths.uniroma1.it/atlas/manuscripts/6585)\n- [Manuscript 513](http://paths.uniroma1.it/atlas/manuscripts/513)\n- [Manuscript 2249](http://paths.uniroma1.it/atlas/manuscripts/2249)\n- [Manuscript 1417](http://paths.uniroma1.it/atlas/manuscripts/1417)\n- [Manuscript 1236](http://paths.uniroma1.it/atlas/manuscripts/1236)\n- [Manuscript 1238](http://paths.uniroma1.it/atlas/manuscripts/1238)\n- [Manuscript 2241](http://paths.uniroma1.it/atlas/manuscripts/2241)\n- [Manuscript 1247](http://paths.uniroma1.it/atlas/manuscripts/1247)\n- [Manuscript 1629](http://paths.uniroma1.it/atlas/manuscripts/1629)\n- [Manuscript 208](http://paths.uniroma1.it/atlas/manuscripts/208)\n- [Manuscript 800](http://paths.uniroma1.it/atlas/manuscripts/800)\n- [Manuscript 510](http://paths.uniroma1.it/atlas/manuscripts/510)\n- [Manuscript 512](http://paths.uniroma1.it/atlas/manuscripts/512)\n- [Manuscript 514](http://paths.uniroma1.it/atlas/manuscripts/514)\n- [Manuscript 2240](http://paths.uniroma1.it/atlas/manuscripts/2240)\n- [Manuscript 509](http://paths.uniroma1.it/atlas/manuscripts/509)\n- [Manuscript 64](http://paths.uniroma1.it/atlas/manuscripts/64)\n\nYou can click on the links to access more details about each manuscript."", 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n    PREFIX frbr: <http://purl.org/vocab/frbr/core#>\n\n    SELECT ?manuscript\n    WHERE {\n      ?manuscript a coptic:Manuscript ;\n                 dcterms:hasPart ?work .\n      ?work a frbr:Work ;\n            dcterms:title ""Bible: Epistulae Pauli"" .\n    }', 'rows': ['http://paths.uniroma1.it/atlas/manuscripts/6399', 'http://paths.uniroma1.it/atlas/manuscripts/1231', 'http://paths.uniroma1.it/atlas/manuscripts/1233', 'http://paths.uniroma1.it/atlas/manuscripts/1234', 'http://paths.uniroma1.it/atlas/manuscripts/1237', 'http://paths.uniroma1.it/atlas/manuscripts/1240', 'http://paths.uniroma1.it/atlas/manuscripts/1257', 'http://paths.uniroma1.it/atlas/manuscripts/1265', 'http://paths.uniroma1.it/atlas/manuscripts/1268', 'http://paths.uniroma1.it/atlas/manuscripts/1270', 'http://paths.uniroma1.it/atlas/manuscripts/1273', 'http://paths.uniroma1.it/atlas/manuscripts/1406', 'http://paths.uniroma1.it/atlas/manuscripts/1409', 'http://paths.uniroma1.it/atlas/manuscripts/1421', 'http://paths.uniroma1.it/atlas/manuscripts/2254', 'http://paths.uniroma1.it/atlas/manuscripts/2257', 'http://paths.uniroma1.it/atlas/manuscripts/2258', 'http://paths.uniroma1.it/atlas/manuscripts/2259', 'http://paths.uniroma1.it/atlas/manuscripts/6723', 'http://paths.uniroma1.it/atlas/manuscripts/6744', 'http://paths.uniroma1.it/atlas/manuscripts/9', 'http://paths.uniroma1.it/atlas/manuscripts/1252', 'http://paths.uniroma1.it/atlas/manuscripts/209', 'http://paths.uniroma1.it/atlas/manuscripts/2237', 'http://paths.uniroma1.it/atlas/manuscripts/2238', 'http://paths.uniroma1.it/atlas/manuscripts/2239', 'http://paths.uniroma1.it/atlas/manuscripts/2242', 'http://paths.uniroma1.it/atlas/manuscripts/2244', 'http://paths.uniroma1.it/atlas/manuscripts/2245', 'http://paths.uniroma1.it/atlas/manuscripts/2246', 'http://paths.uniroma1.it/atlas/manuscripts/2247', 'http://paths.uniroma1.it/atlas/manuscripts/2248', 'http://paths.uniroma1.it/atlas/manuscripts/4312', 'http://paths.uniroma1.it/atlas/manuscripts/2250', 'http://paths.uniroma1.it/atlas/manuscripts/8', 'http://paths.uniroma1.it/atlas/manuscripts/916', 'http://paths.uniroma1.it/atlas/manuscripts/956', 'http://paths.uniroma1.it/atlas/manuscripts/10', 'http://paths.uniroma1.it/atlas/manuscripts/1250', 'http://paths.uniroma1.it/atlas/manuscripts/1413', 'http://paths.uniroma1.it/atlas/manuscripts/2243', 'http://paths.uniroma1.it/atlas/manuscripts/955', 'http://paths.uniroma1.it/atlas/manuscripts/919', 'http://paths.uniroma1.it/atlas/manuscripts/987', 'http://paths.uniroma1.it/atlas/manuscripts/2256', 'http://paths.uniroma1.it/atlas/manuscripts/954', 'http://paths.uniroma1.it/atlas/manuscripts/964', 'http://paths.uniroma1.it/atlas/manuscripts/6585', 'http://paths.uniroma1.it/atlas/manuscripts/513', 'http://paths.uniroma1.it/atlas/manuscripts/2249', 'http://paths.uniroma1.it/atlas/manuscripts/1417', 'http://paths.uniroma1.it/atlas/manuscripts/1236', 'http://paths.uniroma1.it/atlas/manuscripts/1238', 'http://paths.uniroma1.it/atlas/manuscripts/2241', 'http://paths.uniroma1.it/atlas/manuscripts/1247', 'http://paths.uniroma1.it/atlas/manuscripts/1629', 'http://paths.uniroma1.it/atlas/manuscripts/208', 'http://paths.uniroma1.it/atlas/manuscripts/800', 'http://paths.uniroma1.it/atlas/manuscripts/510', 'http://paths.uniroma1.it/atlas/manuscripts/512', 'http://paths.uniroma1.it/atlas/manuscripts/514', 'http://paths.uniroma1.it/atlas/manuscripts/2240', 'http://paths.uniroma1.it/atlas/manuscripts/509', 'http://paths.uniroma1.it/atlas/manuscripts/64']}",216.95048880577087
mistral-small3.2,What is the description of manuscript 130?,"{'result': ""The manuscript 130 has an interesting history and some notable physical characteristics. It was originally acquired from the Monastery of St. Macarius by Giuseppe Simonio Assemani during his mission in the Near East (1715-1717) on behalf of Pope Clement XI Albani. After the Treaty of Tolentino in 1797, it was transferred to the Bibliothèque Impériale in Paris and later returned to the Biblioteca Apostolica Vaticana after 1817.\n\nIn terms of its physical condition, the last leaf of quire 1 is missing. The last preserved quire (9) is a regular ternion without a quire signature on the last page, suggesting it might have been the final quire of the manuscript with one or two additional leaves added to complete the text. The parchment used is of modest quality, with irregular margins in some places due to trimming.\n\nSeveral folios (ff. 34, 40, 42, 48, 49, 52, 58, 59, 70, 76, 78, 79, 80, 87, 92, 95) have holes and/or eyes, and folio 31r has remnants of animal hair. These details provide a comprehensive overview of the manuscript's condition and provenance."", 'sparql_query': 'PREFIX coptic: <http://www.semanticweb.org/sjhuskey/ontologies/2025/7/coptic-metadata-viewer/>\n    PREFIX dcterms: <http://purl.org/dc/terms/>\n\n    SELECT ?description\n    WHERE {\n      ?manuscript a coptic:Manuscript ;\n                  dcterms:identifier ""130"" ;\n                  dcterms:description ?description .\n    }', 'rows': ['Acquired from the Monastery of St. Macarius by Giuseppe Simonio Assemani (1687-1768), during his mission in the Near East (1715-1717) undertaken on behalf of Pope Clement XI Albani. Transferred to the Bibliothèque Impériale in Paris after the Treaty of Tolentino (1797) and returned to the Biblioteca Apostolica Vaticana after 1817.\r\n(Proverbio 2012, 14)', 'Last leaf of quire 1 missing.\r\nThe last preserved quire (9) is a regular ternion, without quire signature on the last page. Since the text is not complete, we may assume that the 9th was in fact the last quire of the codicological unit, but that 1 or 2 single leaves were added at the end in order to complete the transcription of the text. If another complete quire had followed quire 9, we would have expected that the 9th too were a quaternion like the preceding quires and that the quire-signature had been inscribed in its last page.\r\n\r\nParchment of modest quality.\r\nIrregular margins (when not trimmed).\r\nff. 34, 40, 42, 48, 49, 52, 58, 59, 70, 76, 78, 79, 80, 87, 92, 95: holes and/or eyes.\r\nf. 31r: remains of animal hair.']}",86.57769012451172
